website,symbol,name,time
https://seekingalpha.com/article/4291388-great-elm-capital-group-inc-gec-ceo-peter-reed-q4-2019-results-earnings-call-transcript?part=single,GEC,"Great Elm Capital Group, Inc. (NASDAQ:",") Q4 2019 Earnings Conference Call September 13, 2019  8:00 AM ET"
https://seekingalpha.com/article/4291474-enghouse-systems-limited-eghsf-ceo-stephen-sadler-q3-2019-results-earnings-call-transcript?part=single,OTCPK:EGHSF,Enghouse Systems Limited (,") Q3 2019 Earnings Conference Call September 13, 2019  8:45 AM ET"
https://seekingalpha.com/article/4291482-lightpath-technologies-inc-lpth-ceo-jim-gaynor-q4-2019-results-earnings-call-transcript?part=single,LPTH,"LightPath Technologies, Inc. (NASDAQ:",") Q4 2019 Results Earnings Conference Call September 13, 2019  8:30 AM ET"
https://seekingalpha.com/article/4291554-duluth-holdings-inc-dlth-ceo-steve-schlecht-q2-2019-results-earnings-call-transcript?part=single,DLTH,Duluth Holdings Inc. (NASDAQ:,") Q2 2019 Earnings Conference Call September 12, 2019  9:30 AM ET"
https://seekingalpha.com/article/4291353-mastercard-incorporated-ma-ceo-ajay-banga-investment-community-meeting-call-transcript?part=single,MA,Mastercard Incorporated (NYSE:,") Investment Community Meeting Call September 12, 2019  8:30 AM ET"
https://seekingalpha.com/article/4291517-innate-pharma-sa-iphyf-ceo-mondher-mahjoubi-q2-2019-results-earnings-call-transcript?part=single,OTCPK:IPHYF,Innate Pharma SA (,") Q2 2019 Results Conference Call September 13, 2019  8:00 AM ET"
https://seekingalpha.com/article/4291799-renesola-ltd-sol-ceo-shelley-xu-q2-2019-results-earnings-call-transcript?part=single,SOL,ReneSola Ltd (NYSE:,") Q2 2019 Earnings Conference Call September 16, 2019  8:30 AM ET"
https://seekingalpha.com/article/4291805-petra-diamonds-limiteds-pdmdf-ceo-richard-duffy-q4-2019-results-trading-update-earnings-call?part=single,OTC:PDMDF,Petra Diamonds Limited (,") Q4 2019 Results Earnings Conference Call September 16, 2019 11:00 AM ET"
https://seekingalpha.com/article/4291872-optical-cable-corporation-occ-ceo-neil-wilkin-q3-2019-results-earnings-call-transcript?part=single,OCC,Optical Cable Corporation (NASDAQ:,") Q3 2019 Results Conference Call September 16, 2019 12:00 PM ET"
https://seekingalpha.com/article/4291533-north-west-company-inc-nwtuf-ceo-edward-kennedy-q2-2019-results-earnings-call-transcript?part=single,OTC:NWTUF,"North West Company, Inc. (",") Q2 2019 Earnings Conference Call September 12, 2019  8:30 AM ET"
https://seekingalpha.com/article/4291605-energy-focus-inc-efoi-ceo-james-tu-q2-2019-results-earnings-call-transcript?part=single,EFOI,"Energy Focus, Inc. (NASDAQ:",") Q2 2019 Earnings Conference Call September 13, 2019 11:00 AM ET"
https://seekingalpha.com/article/4291875-headhunters-hhr-ceo-mikhail-zhukov-q2-2019-results-earnings-call-transcript?part=single,HHR,HeadHunter Group PLC (NASDAQ:,") Q2 2019 Earnings Conference Call September 16, 2019  8:00 AM ET"
https://seekingalpha.com/article/4291874-winnebago-industries-wgo-ceo-michael-happe-presents-acquisition-premium-rv-manufacturer?part=single,WGO,"Winnebago Industries, Inc. (NYSE:",") Acquisition of Premium RV Manufacturer Newmar Corporation Conference Call September 16, 2019  8:30 AM ET"
https://seekingalpha.com/article/4290883-industria-de-diseno-textil-s-idexy-ceo-carlos-crespo-q2-2019-earnings-call-transcript?part=single,OTCPK:IDEXY,"Industria de Diseño Textil, S.A. (",") Q2 2019 Results Earnings Conference Call September 11, 2019  3:00 AM ET"
https://seekingalpha.com/article/4291010-general-finance-corporations-gfn-ceo-jody-miller-q4-2019-results-earnings-call-transcript?part=single,GFN,General Finance Corporation (NASDAQ:,") Q4 2019 Earnings Conference Call September 11, 2019  8:30 AM ET"
https://seekingalpha.com/article/4290866-rh-rh-ceo-gary-friedman-q2-2019-results-earnings-call-transcript?part=single,RH,RH (NYSE:,") Q2 2019 Earnings Conference Call September 10, 2019  5:00 PM ET"
https://seekingalpha.com/article/4291031-lovesac-company-love-ceo-shawn-nelson-q2-2020-results-earnings-call-transcript?part=single,LOVE,The Lovesac Company (NASDAQ:,") Q2 2020 Results Conference Call September 11, 2019  8:30 AM ET"
https://seekingalpha.com/article/4290946-china-online-education-group-coe-ceo-jack-huang-q2-2019-results-earnings-call-transcript?part=single,COE,China Online Education Group (NYSE:,") Q2 2019 Earnings Conference Call September 11, 2019  8:00 AM ET"
https://seekingalpha.com/article/4291111-comcast-corporation-cmcsa-management-presents-bank-america-merrill-lynch-2019-media?part=single,CMCSA,Comcast Corporation (NASDAQ:,") Bank of America Merrill Lynch 2019 Media, Communications & Entertainment Conference September 11, 2019  7:45 PM ET"
https://seekingalpha.com/article/4291192-caseys-general-stores-inc-casy-ceo-darren-rebelez-q1-2020-results-earnings-call-transcript?part=single,CASY,"Casey's General Stores, Inc. (NASDAQ:",") Q1 2020 Results Conference Call September 10, 2019 10:30 AM ET"
https://seekingalpha.com/article/4291056-texas-instruments-incorporated-txn-ceo-presents-2019-deutsche-bank-technology-conference?part=single,TXN,Texas Instruments Incorporated (NASDAQ:,") 2019 Deutsche Bank Technology Conference September 11, 2019 11:00 AM ET"
https://seekingalpha.com/article/4291093-oxford-industries-inc-oxm-ceo-tom-chubb-q2-2019-earnings-call-transcript?part=single,OXM,"Oxford Industries, Inc. (NYSE:",") Q2 2019 Results Earnings Conference Call September 11, 2019  4:30 PM ET"
https://seekingalpha.com/article/4291025-lakeland-industries-inc-lake-ceo-chris-ryan-q2-2020-results-earnings-call-transcript?part=single,LAKE,"Lakeland Industries, Inc. (NASDAQ:",") Q2 2020 Results Conference Call September 10, 2019  4:30 PM ET"
https://seekingalpha.com/article/4291079-palo-alto-networks-inc-panw-management-presents-deutsche-bank-technology-conference?part=single,PANW,"Palo Alto Networks, Inc. (NYSE:",") Deutsche Bank Technology Conference Call September 11, 2019 11:40 AM ET"
https://seekingalpha.com/article/4291190-hudsons-bay-companys-hbayf-ceo-helena-foulkes-q2-2019-results-earnings-call-transcript?part=single,OTCPK:HBAYF,Hudson's Bay Co. (,") Q2 2019 Earnings Conference Call September 12, 2019  8:30 AM ET"
https://seekingalpha.com/article/4291172-aspen-pharmacare-holdings-limited-apnhf-ceo-stephen-saad-q4-2019-results-earnings-call?part=single,OTCPK:APNHF,Aspen Pharmacare Holdings Limited (,") Q4 2019 Results Earnings Conference Call September 12, 2019  2:30 AM ET"
https://seekingalpha.com/article/4291229-transat-t-inc-trzbf-ceo-jean-marc-eustache-q3-2019-results-earnings-call-transcript?part=single,OTC:TRZBF,"Start Time: 10:00 January  1, 0000 10:38 AM ET",Transat A.T. Inc. (
https://seekingalpha.com/article/4291185-streamline-health-solutions-inc-strm-ceo-wyche-green-iii-q2-2019-results-earnings-call?part=single,STRM,"Streamline Health Solutions, Inc. (NASDAQ:",") Q2 2019 Results Earnings Conference Call September 12, 2019  9:00 AM ET"
https://seekingalpha.com/article/4291234-greek-organization-football-prognostics-s-gofpy-ceo-damian-cope-q2-2019-results-earnings-call?part=single,OTCPK:GOFPY,Greek Organization of Football Prognostics S.A. (,") Q2 2019 Earnings Conference Call September 12, 2019  9:00 AM ET"
https://seekingalpha.com/article/4291248-evolution-petroleum-corporation-epm-ceo-jason-brown-q4-2019-results-earnings-call-transcript?part=single,EPM,Evolution Petroleum Corporation (NYSEMKT:,") Q4 2019 Earnings Conference Call September 12, 2019 11:00 AM ET"
https://seekingalpha.com/article/4291240-gwg-holdings-inc-gwgh-ceo-murray-holland-q2-2019-results-earnings-call-transcript?part=single,GWGH,"GWG Holdings, Inc. (NASDAQ:",") Q2 2019 Results Conference Call September 11, 2019  4:30 PM ET"
https://seekingalpha.com/article/4290773-bausch-health-companies-inc-bhc-management-presents-morgan-stanley-global-healthcare-brokers?part=single,BHC,Bausch Health Companies Inc. (NYSE:,") Morgan Stanley Global Healthcare Brokers Conference September 10, 2019 10:35 AM ET"
https://seekingalpha.com/article/4290745-american-express-axp-presents-barclays-global-financial-services-2019-broker-conference-call?part=single,AXP,American Express Company (NYSE:,") Barclays Global Financial Services Broker Conference Call September 10, 2019  9:00 AM ET"
https://seekingalpha.com/article/4290763-kiadis-pharma-n-v-kiadf-ceo-arthur-lahr-q2-2019-results-earnings-call-transcript?part=single,OTC:KIADF,Kiadis Pharma N.V. (,") Q2 2019 Earnings Conference Call September 10, 2019  9:00 AM ET"
https://seekingalpha.com/article/4290780-irsa-inversiones-y-representaciones-sociedadonima-irs-management-q4-2019-results-earnings?part=single,IRS,IRSA Inversiones y Representaciones Sociedad Anónima (NYSE:,") Q4 2019 Earnings Conference Call September 10, 2019  9:00 AM ET"
https://seekingalpha.com/article/4290788-francescas-holdings-corporation-fran-ceo-michael-prendergast-q2-2019-results-earnings-call?part=single,FRAN,Francesca's Holdings Corporation (NASDAQ:,") Q2 2019 Earnings Conference Call September 10, 2019  8:30 AM ET"
https://seekingalpha.com/article/4290789-cresud-sociedadonima-comercial-inmobiliaria-financiera-y-agropecuaria-cresy-ceo-alejandro?part=single,CRESY,"Cresud Sociedad Anónima Comercial, Inmobiliaria, Financiera y Agropecuaria (NASDAQ:",") Q4 2019 Results Earnings Conference Call September 10, 2019 10:00 AM ET"
https://seekingalpha.com/article/4290810-ionis-pharmaceuticals-inc-ions-presents-17th-annual-morgan-stanley-global-healthcare?part=single,IONS,"Ionis Pharmaceuticals, Inc. (NASDAQ:",") 17th Annual Morgan Stanley Global Healthcare Conference Call September 10, 2019 12:20 PM ET"
https://seekingalpha.com/article/4290815-toronto-dominion-bank-td-presents-barclays-2019-global-financial-services-conference?part=single,TD,The Toronto-Dominion Bank (NYSE:,") Barclays 2019 Global Financial Services Conference September 10, 2019 12:00 PM ET"
https://seekingalpha.com/article/4290816-abbvie-inc-abbv-ceo-rick-gonzalez-presents-morgan-stanley-healthcare-conference-transcript?part=single,ABBV,AbbVie Inc. (NYSE:,") Morgan Stanley Healthcare Conference Call September 10, 2019 11:00 AM ET"
https://seekingalpha.com/article/4290818-johnson-and-johnson-jnj-presents-morgan-stanley-17th-annual-global-healthcare-conference?part=single,JNJ,Johnson & Johnson (NYSE:,")  2019 Morgan Stanley 17th Annual Global Healthcare Conference September 10, 2019 10:00 AM ET"
https://seekingalpha.com/article/4290840-universal-display-corporation-oled-presents-2019-deutsche-bank-technology-conference?part=single,OLED,Universal Display Corporation (NASDAQ:,") 2019 Deutsche Bank Technology Conference September 10, 2019  2:05 PM ET"
https://seekingalpha.com/article/4290836-two-harbors-investment-corp-two-presents-barclays-global-financial-services-2019-broker?part=single,TWO,Two Harbors Investment Corp (NYSE:,") Barclays Global Financial Services Conference Call September 10, 2019 11:15 AM ET"
https://seekingalpha.com/article/4290846-farmer-bros-co-farm-ceo-chris-mottern-q4-2019-results-earnings-call-transcript?part=single,FARM,Farmer Bros. Co. (NASDAQ:,") Q4 2019 Results Conference Call September 10, 2019  5:00 PM ET"
https://seekingalpha.com/article/4291880-acorn-international-inc-atv-ceo-jacob-fisch-q2-2019-results-earnings-call-transcript?part=single,ATV,"Acorn International, Inc. (NYSE:",") Q2 2019 Earnings Conference Call September 16, 2019  8:30 AM ET"
https://seekingalpha.com/article/4290843-square-inc-sq-management-presents-deutsche-bank-2019-technology-conference-transcript?part=single,SQ,"Square, Inc. (NYSE:",") Deutsche Bank 2019 Technology Conference September 10, 2019  2:05 PM ET"
https://seekingalpha.com/article/4291923-u-s-bancorp-usb-ceo-andy-cecere-hosts-investor-day-2019-transcript?part=single,USB,U.S. Bancorp (NYSE:,") Investor Day 2019  September 12, 2019  8:30 AM ET"
https://seekingalpha.com/article/4290848-lantronix-inc-ltrx-ceo-paul-pickle-q4-2019-results-earnings-call-transcript?part=single,LTRX,"Lantronix, Inc. (NASDAQ:",") Q4 2019 Earnings Conference Call September 10, 2019  5:00 PM ET"
https://seekingalpha.com/article/4291946-frequency-electronics-inc-feim-ceo-stan-sloane-q1-2020-results-earnings-call-transcript?part=single,FEIM,"Frequency Electronics, Inc. (NASDAQ:",") Q1 2020 Earnings Conference Call September 16, 2019  4:30 PM ET"
https://seekingalpha.com/article/4292037-bluestem-group-inc-bgrp-ceo-bruce-cazenave-q2-2019-results-earnings-call-transcript?part=single,OTCPK:BGRP,Bluestem Group Inc. (,") Q2 2019 Results Earnings Conference Call September 17, 2019  8:00 AM ET"
https://seekingalpha.com/article/4290853-zscaler-inc-zs-ceo-jay-chaudhry-q4-2019-results-earnings-call-transcript?part=single,ZS,"Zscaler, Inc. (NASDAQ:",") Q4 2019 Earnings Conference Call September 10, 2019  4:30 PM ET"
https://seekingalpha.com/article/4288496-prospect-capital-corporation-psec-ceo-john-barry-q4-2019-results-earnings-call-transcript?part=single,PSEC,Prospect Capital Corporation (NASDAQ:,") Q4 2019 Results Conference Call August 28, 2019 11:00 AM ET"
https://seekingalpha.com/article/4288513-brown-forman-corporation-bf-b-ceo-lawson-whiting-q1-2020-results-earnings-call-transcript?part=single,BF.B,Brown-Forman Corporation (NYSE:,") Q1 2020 Earnings Conference Call August 28, 2019 10:00 AM ET"
https://seekingalpha.com/article/4288504-heico-corporation-hei-ceo-laurans-mendelson-q3-2019-results-earnings-call-transcript?part=single,HEI,HEICO Corporation (NYSE:,") Q3 2019 Results Conference Call August 28, 2019  9:00 AM ET"
https://seekingalpha.com/article/4288522-covalon-technologies-ltd-cvalf-ceo-brian-pedlar-q3-2019-results-earnings-call-transcript?part=single,OTCQX:CVALF,Covalon Technologies Ltd. (,") Q3 2019 Results Conference Call August 28, 2019  9:00 AM ET"
https://seekingalpha.com/article/4288505-daktronics-inc-dakt-ceo-reece-kurtenbach-q1-2020-results-earnings-call-transcript?part=single,DAKT,"Daktronics, Inc. (NASDAQ:",") Q1 2020 Earnings Conference Call August 28, 2019 11:00 AM ET"
https://seekingalpha.com/article/4288530-american-software-inc-amswa-q1-2020-earnings-call-transcript?part=single,AMSWA,"American Software, Inc. (NASDAQ:",") Q1 2020 Results Earnings Conference Call August 28, 2019  5:00 PM ET"
https://seekingalpha.com/article/4288537-guess-inc-ges-ceo-carlos-alberini-q2-2020-results-earnings-call-transcript?part=single,GES,"Guess', Inc. (NYSE:",") Q2 2020 Earnings Conference Call August 28, 2019  4:45 PM ET"
https://seekingalpha.com/article/4288545-ollies-bargain-outlet-holdings-inc-olli-ceo-mark-butler-q2-2019-results-earnings-call?part=single,OLLI,"Ollie's Bargain Outlet Holdings, Inc. (NASDAQ:",") Q2 2019 Results Earnings Conference Call August 28, 2019  4:30 PM ET"
https://seekingalpha.com/article/4288642-mdxhealth-sa-mxdhf-ceo-michael-mcgarrity-q2-2019-results-earnings-call-transcript?part=single,OTCPK:MXDHF,MDxHealth SA (,") Q2 2019 Results Earnings Conference Call August 29, 2019  5:00 AM ET"
https://seekingalpha.com/article/4288546-collectors-universe-inc-s-clct-ceo-joseph-orlando-q4-2019-results-earnings-call-transcript?part=single,CLCT,"Collectors Universe, Inc. (NASDAQ:",") Q4 2019 Results Earnings Conference Call August 28, 2019  4:30 PM ET"
https://seekingalpha.com/article/4288548-nutanix-inc-ntnx-ceo-dheeraj-pandey-q4-2019-results-earnings-call-transcript?part=single,NTNX,"Nutanix, Inc. (NASDAQ:",") Q4 2019 Earnings Conference Call August 28, 2019  4:30 PM ET"
https://seekingalpha.com/article/4288550-zuora-inc-s-zuo-ceo-tien-tzuo-q2-2019-results-earnings-call-transcript?part=single,ZUO,"Zuora, Inc. (NYSE:",") Q2 2019 Results Earnings Conference Call August 28, 2019  5:00 PM ET"
https://seekingalpha.com/article/4288553-semtech-corporation-smtc-ceo-mohan-maheswaran-q2-2020-results-earnings-call-transcript?part=single,SMTC,Semtech Corporation (NASDAQ:,") Q2 2020 Earnings Conference Call August 28, 2019  5:00 PM ET"
https://seekingalpha.com/article/4288554-green-thumb-industries-inc-gtbif-ceo-ben-kovler-q2-2019-results-earnings-call-transcript?part=single,OTCQX:GTBIF,Green Thumb Industries Inc. (,") Q2 2019 Earnings Conference Call August 28, 2019  5:00 PM ET"
https://seekingalpha.com/article/4288542-national-bank-canada-ntiof-ceo-louis-vachon-q3-2019-results-earnings-call-transcript?part=single,OTCPK:NTIOF,National Bank of Canada (,") Q3 2019 Earnings Conference Call August 28, 2019  1:00 PM ET"
https://seekingalpha.com/article/4288501-tiffany-and-co-tif-ceo-alessandro-bogliolo-q2-2019-results-earnings-call-transcript?part=single,TIF,Tiffany & Co (NYSE:,") Q2 2019 Results Earnings Conference Call August 28, 2019  9:30 AM ET"
https://seekingalpha.com/article/4288551-tillys-inc-tlys-ceo-ed-thomas-q2-2019-results-earnings-call-transcript?part=single,TLYS,"Tilly's, Inc. (NYSE:",") Q2 2019 Results Earnings Conference Call August 28, 2019  4:30 PM ET"
https://seekingalpha.com/article/4288290-aviat-networks-inc-avnw-ceo-michael-pangia-q4-2019-results-earnings-call-transcript?part=single,AVNW,"Aviat Networks, Inc. (NASDAQ:",") Q4 2019 Earnings Conference Call August 27, 2019  4:30 PM ET"
https://seekingalpha.com/article/4288281-eaton-vance-corp-ev-ceo-tom-faust-q3-2019-results-earnings-call-transcript?part=single,EV,Eaton Vance Corp. (NYSE:,") Q3 2019 Earnings Conference Call August 27, 2019 11:00 AM ET"
https://seekingalpha.com/article/4288303-veeva-systems-inc-veev-ceo-peter-gassner-q2-2020-results-earnings-call-transcript?part=single,VEEV,"Veeva Systems, Inc. (NYSE:",")  Q2 2020 Results Earnings Conference Call  August 27, 2019  4:30 PM ET"
https://seekingalpha.com/article/4288538-petrofac-limited-pofcf-ceo-ayman-asfari-q2-2019-results-earnings-call-transcript?part=single,OTCPK:POFCF,Petrofac Limited (,")  Q2 2019 Results Earnings Conference Call August 28, 2019  4:30 AM ET"
https://seekingalpha.com/article/4288311-hewlett-packard-enterprise-company-hpe-ceo-antonio-neri-q3-2019-results-earnings-call?part=single,HPE,Hewlett Packard Enterprise Company (NYSE:,") Q3 2019 Results Conference Call August 27, 2019  5:00 PM ET"
https://seekingalpha.com/article/4288313-lannett-company-inc-lci-ceo-timothy-crew-q4-2019-results-earnings-call-transcript?part=single,LCI,"Lannett Company, Inc. (NYSE:",") Q4 2019 Results Earnings Conference Call August 27, 2019  4:30 PM ET"
https://seekingalpha.com/article/4288318-ooma-inc-ooma-ceo-eric-stang-q2-2020-results-earnings-call-transcript?part=single,OOMA,"Ooma, Inc. (NYSE:",") Q2 2020 Earnings Conference Call August 27, 2019  5:00 PM ET"
https://seekingalpha.com/article/4288322-select-sands-corp-slsdf-ceo-zig-vitols-q2-2019-results-earnings-call-transcript?part=single,OTCQB:SLSDF,Select Sands Corp. (,") Q2 2019 Earnings Conference Call August 27, 2019 11:00 AM ET"
https://seekingalpha.com/article/4288327-biofrontera-ag-bfra-ceo-hermann-lubbert-q2-2019-results-earnings-call-transcript?part=single,BFRA,Biofrontera AG (NASDAQ:,") Q2 2019 Earnings Conference Call August 27, 2019  8:00 AM ET"
https://seekingalpha.com/article/4288342-afterpay-touch-group-limited-aftpf-ceo-q4-2019-results-earnings-call-transcript?part=single,OTCPK:AFTPF,Afterpay Touch Group Limited (,") Q4 2019 Earnings Conference Call August 27, 2019  8:30 PM ET"
https://seekingalpha.com/article/4288485-destination-xl-group-inc-dxlg-ceo-harvey-kanter-q2-2019-results-earnings-call-transcript?part=single,DXLG,"Destination XL Group, Inc. (NASDAQ:",") Q2 2019 Results Earnings Conference Call August 28, 2019  9:00 AM ET"
https://seekingalpha.com/article/4288544-mei-pharma-inc-meip-ceo-daniel-gold-q4-2019-results-earnings-call-transcript?part=single,MEIP,"MEI Pharma, Inc. (NASDAQ:",") Q4 2019 Earnings Conference Call August 28, 2019  5:00 PM ET"
https://seekingalpha.com/article/4288274-regis-corporation-rgs-ceo-hugh-sawyer-q4-2019-results-earnings-call-transcript?part=single,RGS,Regis Corporation (NYSE:,") Q4 2019 Earnings Conference Call August 27, 2019 10:00 AM ET"
https://seekingalpha.com/article/4288549-shoe-carnival-inc-s-scvl-ceo-cliff-sifford-q2-2019-results-earnings-call-transcript?part=single,SCVL,"Shoe Carnival, Inc. (NASDAQ:",")  Q2 2019 Earnings Conference Call  August 28, 2019  4:30 PM ET"
https://seekingalpha.com/article/4288293-curaleaf-holdings-inc-curlf-ceo-joe-lusardi-q2-2019-results-earnings-call-transcript?part=single,OTCPK:CURLF,"Curaleaf Holdings, Inc. (",") Q2 2019 Earnings Conference Call August 27, 2019  5:00 PM ET"
https://seekingalpha.com/article/4288305-arco-platform-limiteds-arce-ceo-ari-de-sa-cavalcante-neto-q2-2019-results-earnings-call?part=single,ARCE,Arco Platform Limited (NASDAQ:,")  Q2 2019 Earnings Conference Call  August 27, 2019  4:30 PM ET"
https://seekingalpha.com/article/4288055-northern-star-resources-limited-nesrf-ceo-stuart-tonkin-q4-2019-results-earnings-call?part=single,OTCPK:NESRF,Northern Star Resources Limited (,") Q4 2019 Earnings Conference Call August 26, 2019  6:30 PM ET"
https://seekingalpha.com/article/4288420-imedia-brands-inc-imbi-ceo-tim-peterman-q2-2019-results-earnings-call-transcript?part=single,IMBI,"iMedia Brands, Inc. (NASDAQ:",") Q2 2019 Earnings Conference Call August 28, 2019  8:30 AM ET"
https://seekingalpha.com/article/4288440-agfa-gevaert-nvs-afgvf-ceo-christian-reinaudo-q2-2019-results-earnings-call-transcript?part=single,OTC:AFGVF,Agfa-Gevaert NV (,") Q2 2019 Results Earnings Conference Call August 28, 2019  5:00 AM ET"
https://seekingalpha.com/article/4288460-express-inc-expr-ceo-tim-baxter-q2-2019-earnings-call-transcript?part=single,EXPR,"Express, Inc. (NYSE:",") Q2 2019 Results Earnings Conference Call August 28, 2019  9:00 AM ET"
https://seekingalpha.com/article/4288462-slang-worldwide-inc-slgwf-ceo-peter-miller-q2-2019-results-earnings-call-transcript?part=single,OTCPK:SLGWF,SLANG Worldwide Inc. (,") Q2 2019 Earnings Conference Call August 28, 2019  8:30 AM ET"
https://seekingalpha.com/article/4288470-chicos-fas-inc-chs-ceo-bonnie-brooks-q2-2019-results-earnings-call-transcript?part=single,CHS,"Chico's FAS, Inc. (NYSE:",") Q2 2019 Earnings Conference Call August 28, 2019  8:00 AM ET"
https://seekingalpha.com/article/4288481-ituran-location-control-ltd-itrn-ceo-eyal-sheratzky-q2-2019-results-earnings-call-transcript?part=single,ITRN,Ituran Location and Control Ltd. (NASDAQ:,") Q2 2019 Earnings Conference Call August 28, 2019  9:00 AM ET"
https://seekingalpha.com/article/4288556-okta-inc-okta-ceo-todd-mckinnon-q2-2020-results-earnings-call-transcript?part=single,OKTA,"Okta, Inc. (NASDAQ:",") Q2 2020 Results Conference Call August 28, 2019  5:00 AM ET"
https://seekingalpha.com/article/4288560-box-inc-box-ceo-aaron-levie-q2-2020-results-earnings-call-transcript?part=single,BOX,"Box, Inc. (NYSE:",") Q2 2020 Earnings Conference Call August 28, 2019  5:00 PM ET"
https://seekingalpha.com/article/4288558-h-and-r-block-inc-hrb-ceo-jeffrey-jones-ii-fiscal-q1-2020-results-earnings-call-transcript?part=single,HRB,"H&R Block, Inc. (NYSE:",") Q1 2020 Results Earnings Conference Call August 28, 2019  4:30 PM ET"
https://seekingalpha.com/article/4288563-williams-sonoma-inc-wsm-ceo-laura-alber-q2-2019-results-earnings-call-transcript?part=single,WSM,"Williams-Sonoma, Inc. (NYSE:",")  Q2 2019 Earnings Conference Call August 28, 2019  5:00 PM ET"
https://seekingalpha.com/article/4289703-constellation-brands-inc-stz-presents-barclays-2019-global-consumer-staples-conference?part=single,STZ,Constellation Brands Inc (NYSE:,")  Barclays 2019 Global Consumer Staples Conference September  4, 2019  3:00 PM ET"
https://seekingalpha.com/article/4289710-transocean-ltd-rig-ceo-jeremy-thigpen-presents-barclays-ceo-energy-power-conference?part=single,RIG,Transocean Ltd. (NYSE:,") Barclays CEO Energy-Power Conference September  4, 2019  2:25 PM ET"
https://seekingalpha.com/article/4289717-smartsheet-inc-smar-ceo-mark-mader-q2-2020-results-earnings-call-transcript?part=single,SMAR,Smartsheet Inc. (NYSE:,") Q2 2020 Results Earnings Conference Call September  4, 2019  4:30 PM ET"
https://seekingalpha.com/article/4289718-canopy-growth-corporation-cgc-management-presents-barclays-2019-global-consumer-staples?part=single,CGC,Canopy Growth Corporation (NYSE:,") Barclays 2019 Global Consumer Staples Conference September  4, 2019  3:00 PM ET"
https://seekingalpha.com/article/4289719-descartes-systems-group-inc-dsgx-ceo-ed-ryan-q2-2020-results-earnings-call-transcript?part=single,DSGX,The Descartes Systems Group Inc (NASDAQ:,") Q2 2020 Earnings Conference Call September  4, 2019  5:00 PM ET"
https://seekingalpha.com/article/4289568-exxon-mobil-corporation-xom-presents-softec-barclays-energy-conference-transcript?part=single,XOM,Exxon Mobil Corporation (NYSE:,") Softec Barclays Energy Conference September  4, 2019  7:40 AM ET"
https://seekingalpha.com/article/4289570-chevrons-cvx-management-barclays-2019-ceo-energy-power-conference-transcript?part=single,CVX,Chevron Corporation (NYSE:,") Barclays 2019 CEO Energy-Power Conference September  4, 2019  8:25 AM ET"
